"""log_map""",model,app_version,os_version,rom_version,android_version,1e1434dd98fa2dd9_version,channel,network_id,operators_id,app_name,app_package,event_id,log_tag,server_time,client_time,system_id,sim1_carrier,sim2_carrier,seqno,topic_name,ota_version,dayno,hour,brand,region
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,1,V11.1,PXXX00_11_A.26,11,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 03:43,1970/01/20 02:26,20160,46001,46011,0,os_uni_channel_20161,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,2,V11.2,PXXX00_11_A.27,12,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd6,10605205cb7ee0b12,launch_time,2016101,1970/01/20 07:37,1970/01/20 03:04,20161,46000,46001,0,os_uni_channel_20160,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,1,V11.2,PXXX00_11_A.25,11,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 03:29,1970/01/20 00:59,20160,46001,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,2,V11.1,PXXX00_11_A.28,12,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd6,10605205cb7ee0b12,launch_time,2016101,1970/01/20 04:49,1970/01/20 07:10,20160,46000,46001,0,os_uni_channel_20161,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,1,V11.2,PXXX00_11_A.25,11,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 02:17,1970/01/19 23:54,20161,46001,46011,0,os_uni_channel_20160,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,2,V11.1,PXXX00_11_A.28,12,5.1.19238,ColorOS,UNKNOWN,1,1e1434dd98fa2dd5,10605205cb7ee0b9,launch_time,2016101,1970/01/20 04:49,1970/01/20 07:30,20160,46001,46001,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,1,V11.3,PXXX00_11_A.26,11,5.1.19238,ColorOS,UNKNOWN,1,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 01:20,1970/01/20 00:26,20161,46000,46001,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,2,V11.3,PXXX00_11_A.27,12,5.1.19238,Android,UNKNOWN,2,1e1434dd98fa2dd5,10605205cb7ee0b11,launch_time,2016101,1970/01/20 00:15,1970/01/20 01:24,20160,46011,46001,0,os_uni_channel_20161,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,2,V11.3,PXXX00_11_A.28,12,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd6,10605205cb7ee0b12,launch_time,2016101,1970/01/20 00:47,1970/01/20 03:30,20160,46001,46000,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,2,V11.0,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd5,10605205cb7ee0b10,launch_time,2016101,1970/01/20 06:47,1970/01/20 00:27,20160,46000,46001,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,1,V11.2,PXXX00_11_A.27,12,5.1.19238,Android,UNKNOWN,2,1e1434dd98fa2dd6,10605205cb7ee0b11,launch_time,2016101,1970/01/20 02:07,1970/01/20 05:50,20161,46000,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,3,V11.2,PXXX00_11_A.28,11,5.1.19232,ColorOS,UNKNOWN,0,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/20 00:12,1970/01/19 23:30,20160,46011,46000,0,os_uni_channel_20161,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,2,V11.0,PXXX00_11_A.25,11,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd5,10605205cb7ee0b9,launch_time,2016101,1970/01/20 05:07,1970/01/20 05:47,20160,46011,46011,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,1,V11.2,PXXX00_11_A.25,11,5.1.19232,ColorOS,UNKNOWN,2,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/19 23:10,1970/01/20 05:03,20161,46011,46001,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,1,V11.1,PXXX00_11_A.26,11,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 07:35,1970/01/20 01:41,20161,46000,46011,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,2,V11.2,PXXX00_11_A.27,12,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd9,10605205cb7ee0b9,launch_time,2016101,1970/01/20 06:48,1970/01/20 00:24,20161,46000,46011,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX01,3,V11.1,PXXX00_11_A.25,11,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd9,10605205cb7ee0b11,launch_time,2016101,1970/01/20 00:30,1970/01/20 00:34,20160,46000,46001,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,2,V11.2,PXXX00_11_A.26,11,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd6,10605205cb7ee0b9,launch_time,2016101,1970/01/20 07:38,1970/01/20 07:22,20161,46011,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,3,V11.3,PXXX00_11_A.25,12,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd5,10605205cb7ee0b9,launch_time,2016101,1970/01/20 05:15,1970/01/20 05:37,20160,46011,46001,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,2,V11.0,PXXX00_11_A.25,11,5.1.19232,ColorOS,UNKNOWN,2,1e1434dd98fa2dd6,10605205cb7ee0b9,launch_time,2016101,1970/01/20 02:48,1970/01/20 00:40,20160,46011,46001,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,2,V11.0,PXXX00_11_A.27,12,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd5,10605205cb7ee0b11,launch_time,2016101,1970/01/19 23:48,1970/01/20 05:56,20161,46000,46000,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,1,V11.3,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd7,10605205cb7ee0b10,launch_time,2016101,1970/01/20 05:20,1970/01/20 06:35,20161,46001,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX01,1,V11.1,PXXX00_11_A.26,11,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd7,10605205cb7ee0b9,launch_time,2016101,1970/01/20 07:23,1970/01/20 06:53,20160,46001,46011,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,1,V11.2,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,1,1e1434dd98fa2dd7,10605205cb7ee0b11,launch_time,2016101,1970/01/19 23:24,1970/01/19 23:28,20161,46011,46001,0,os_uni_channel_20161,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,3,V11.3,PXXX00_11_A.25,11,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 06:41,1970/01/20 05:41,20161,46011,46011,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,1,V11.1,PXXX00_11_A.25,11,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b10,launch_time,2016101,1970/01/20 05:50,1970/01/19 23:29,20161,46001,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,3,V11.1,PXXX00_11_A.28,12,5.1.19238,ColorOS,UNKNOWN,1,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/20 00:41,1970/01/20 06:46,20160,46001,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,3,V11.2,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd6,10605205cb7ee0b12,launch_time,2016101,1970/01/20 05:29,1970/01/20 01:26,20161,46001,46001,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,1,V11.0,PXXX00_11_A.25,11,5.1.19232,Android,UNKNOWN,1,1e1434dd98fa2dd7,10605205cb7ee0b9,launch_time,2016101,1970/01/20 01:41,1970/01/20 03:53,20160,46000,46011,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX01,2,V11.1,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd6,10605205cb7ee0b10,launch_time,2016101,1970/01/20 05:07,1970/01/20 05:23,20160,46000,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,3,V11.2,PXXX00_11_A.27,12,5.1.19238,ColorOS,UNKNOWN,1,1e1434dd98fa2dd6,10605205cb7ee0b10,launch_time,2016101,1970/01/20 00:22,1970/01/20 07:41,20161,46011,46001,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,3,V11.2,PXXX00_11_A.25,11,5.1.19232,ColorOS,UNKNOWN,1,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 00:38,1970/01/20 06:01,20160,46001,46000,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,3,V11.0,PXXX00_11_A.27,12,5.1.19232,ColorOS,UNKNOWN,0,1e1434dd98fa2dd6,10605205cb7ee0b12,launch_time,2016101,1970/01/20 04:03,1970/01/20 03:15,20160,46000,46001,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,3,V11.3,PXXX00_11_A.27,12,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/19 23:51,1970/01/20 03:13,20160,46001,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,3,V11.0,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b12,launch_time,2016101,1970/01/19 23:14,1970/01/20 01:34,20160,46000,46011,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,2,V11.3,PXXX00_11_A.28,12,5.1.19232,ColorOS,UNKNOWN,2,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 03:39,1970/01/20 00:30,20161,46011,46000,0,os_uni_channel_20161,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,1,V11.0,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b12,launch_time,2016101,1970/01/20 04:21,1970/01/20 07:44,20160,46011,46000,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,1,V11.2,PXXX00_11_A.28,12,5.1.19232,ColorOS,UNKNOWN,0,1e1434dd98fa2dd7,10605205cb7ee0b9,launch_time,2016101,1970/01/20 00:49,1970/01/20 05:54,20160,46000,46001,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,1,V11.1,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 04:27,1970/01/20 01:32,20161,46000,46001,0,os_uni_channel_20160,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,3,V11.0,PXXX00_11_A.28,12,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 04:44,1970/01/20 02:14,20161,46000,46011,0,os_uni_channel_20160,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,2,V11.1,PXXX00_11_A.28,12,5.1.19238,Android,UNKNOWN,1,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/20 02:02,1970/01/20 04:02,20161,46001,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,1,V11.0,PXXX00_11_A.27,12,5.1.19232,ColorOS,UNKNOWN,2,1e1434dd98fa2dd5,10605205cb7ee0b9,launch_time,2016101,1970/01/20 04:15,1970/01/20 05:41,20161,46001,46000,0,os_uni_channel_20160,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,1,V11.3,PXXX00_11_A.26,11,5.1.19238,Android,UNKNOWN,1,1e1434dd98fa2dd8,10605205cb7ee0b11,launch_time,2016101,1970/01/19 23:51,1970/01/20 05:24,20161,46011,46011,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,2,V11.3,PXXX00_11_A.26,11,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd6,10605205cb7ee0b12,launch_time,2016101,1970/01/20 02:56,1970/01/19 23:05,20160,46011,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,1,V11.0,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd6,10605205cb7ee0b11,launch_time,2016101,1970/01/20 01:10,1970/01/20 06:34,20160,46000,46001,0,os_uni_channel_20161,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,2,V11.0,PXXX00_11_A.28,12,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd5,10605205cb7ee0b9,launch_time,2016101,1970/01/20 07:22,1970/01/20 05:42,20161,46011,46000,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,1,V11.1,PXXX00_11_A.26,11,5.1.19238,ColorOS,UNKNOWN,1,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 02:20,1970/01/20 05:54,20160,46011,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,2,V11.3,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,1,1e1434dd98fa2dd5,10605205cb7ee0b9,launch_time,2016101,1970/01/20 04:10,1970/01/19 23:32,20161,46000,46001,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,3,V11.1,PXXX00_11_A.25,11,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 06:46,1970/01/20 03:33,20160,46001,46001,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,1,V11.2,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd7,10605205cb7ee0b11,launch_time,2016101,1970/01/20 04:13,1970/01/20 02:13,20161,46001,46001,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,1,V11.2,PXXX00_11_A.25,11,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd7,10605205cb7ee0b11,launch_time,2016101,1970/01/20 06:17,1970/01/20 04:39,20160,46000,46001,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,1,V11.3,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd7,10605205cb7ee0b9,launch_time,2016101,1970/01/20 03:36,1970/01/20 05:01,20161,46011,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,1,V11.2,PXXX00_11_A.28,12,5.1.19238,ColorOS,UNKNOWN,1,1e1434dd98fa2dd7,10605205cb7ee0b9,launch_time,2016101,1970/01/20 07:31,1970/01/20 04:10,20161,46001,46001,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,2,V11.2,PXXX00_11_A.27,12,5.1.19232,ColorOS,UNKNOWN,0,1e1434dd98fa2dd5,10605205cb7ee0b9,launch_time,2016101,1970/01/20 00:40,1970/01/20 03:37,20161,46001,46000,0,os_uni_channel_20161,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,1,V11.2,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,1,1e1434dd98fa2dd7,10605205cb7ee0b9,launch_time,2016101,1970/01/20 06:59,1970/01/20 05:32,20160,46001,46000,0,os_uni_channel_20161,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,3,V11.2,PXXX00_11_A.28,12,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd6,10605205cb7ee0b9,launch_time,2016101,1970/01/20 00:21,1970/01/20 00:22,20160,46001,46011,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,3,V11.1,PXXX00_11_A.26,11,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd6,10605205cb7ee0b12,launch_time,2016101,1970/01/20 01:21,1970/01/20 03:40,20160,46001,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX01,1,V11.1,PXXX00_11_A.25,11,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/20 03:46,1970/01/20 04:52,20161,46011,46011,0,os_uni_channel_20160,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX01,1,V11.1,PXXX00_11_A.28,12,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 00:25,1970/01/20 00:05,20160,46011,46000,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,3,V11.3,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,1,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/20 06:43,1970/01/20 04:24,20160,46000,46001,0,os_uni_channel_20161,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,1,V11.1,PXXX00_11_A.28,12,5.1.19232,ColorOS,UNKNOWN,1,1e1434dd98fa2dd9,10605205cb7ee0b11,launch_time,2016101,1970/01/20 07:03,1970/01/20 06:12,20161,46000,46011,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,1,V11.2,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,1,1e1434dd98fa2dd8,10605205cb7ee0b12,launch_time,2016101,1970/01/20 02:47,1970/01/20 05:50,20161,46011,46011,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,3,V11.0,PXXX00_11_A.25,11,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd6,10605205cb7ee0b12,launch_time,2016101,1970/01/20 06:41,1970/01/20 03:22,20161,46011,46011,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
